|Name|Creature family|Source|Rarity|Size|Alignment|Trait|Level|Hp|Ac|Fortitude|Reflex|Will|Perception|Sense|Speed|
|[Meladaemon](https://2e.aonprd.com/Monsters.aspx?ID=593)|[Daemon](https://2e.aonprd.com/MonsterFamilies.aspx?ID=26)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 58<br><br>2.0|Common|Large|NE|[Daemon](https://2e.aonprd.com/Traits.aspx?ID=213), [Fiend](https://2e.aonprd.com/Traits.aspx?ID=70)|11|225|31|+23|+20|+19|+21|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [lifesense (imprecise) 30 feet](https://2e.aonprd.com/MonsterAbilities.aspx?ID=21)|25 feet, fly 50 feet|
|[Melixie](https://2e.aonprd.com/Monsters.aspx?ID=1322)|[Sprite](https://2e.aonprd.com/MonsterFamilies.aspx?ID=95)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 254|Common|Tiny|CN|[Fey](https://2e.aonprd.com/Traits.aspx?ID=69), [Sprite](https://2e.aonprd.com/Traits.aspx?ID=238)|0|17|16|+6|+8|+4|+4|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|10 feet, fly 40 feet|
|[Melodic Squalls](https://2e.aonprd.com/Monsters.aspx?ID=1511)||[Pathfinder #167: Ready? Fight!](https://2e.aonprd.com/Sources.aspx?ID=86) pg. 57|Rare|Huge|CE|[Air](https://2e.aonprd.com/Traits.aspx?ID=5), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|16|280|39|+24|+32|+28|+30|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|fly 100 feet; swiftness|
|[Melody On The Wind](https://2e.aonprd.com/Monsters.aspx?ID=649)|[Elemental, Air](https://2e.aonprd.com/MonsterFamilies.aspx?ID=41)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 107<br><br>2.0|Common|Huge|N|[Air](https://2e.aonprd.com/Traits.aspx?ID=5), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57)|10|170|30|+16|+22|+19|+21|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|fly 100 feet; swiftness|
|[Melomach](https://2e.aonprd.com/Monsters.aspx?ID=2654)|[Elemental, Metal](https://2e.aonprd.com/MonsterFamilies.aspx?ID=343)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 159|Common|Huge||[Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Metal](https://2e.aonprd.com/Traits.aspx?ID=505)|13|292|33|+26|+23|+23|+19|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Mercenary Assassin](https://2e.aonprd.com/NPCs.aspx?ID=2543)||[Pathfinder #190: The Choosing](https://2e.aonprd.com/Sources.aspx?ID=198) pg. 17|Rare|Medium|NE|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|9|155|27|+17|+19|+15|+17||25 feet|
|[Mercenary Sailor](https://2e.aonprd.com/NPCs.aspx?ID=1552)||[Pathfinder #147: Tomorrow Must Burn](https://2e.aonprd.com/Sources.aspx?ID=8) pg. 18|Common|Medium|NE|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|5|75|22|+12|+15|+9|+11||25 feet|
|[Merchant](https://2e.aonprd.com/NPCs.aspx?ID=956)|[Tradespeople](https://2e.aonprd.com/MonsterFamilies.aspx?ID=197)|[Gamemastery Guide](https://2e.aonprd.com/Sources.aspx?ID=22) pg. 244|Common|Medium|N|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|-1|7|13|+1|+2|+10|+6||25 feet|
|[Mercurial](https://2e.aonprd.com/Monsters.aspx?ID=2645)|[Elemental, Metal](https://2e.aonprd.com/MonsterFamilies.aspx?ID=343)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 153|Common|Medium||[Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Metal](https://2e.aonprd.com/Traits.aspx?ID=505)|2|30|17|+7|+11|+8|+6|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Merfolk Warrior](https://2e.aonprd.com/Monsters.aspx?ID=298)|[Merfolk](https://2e.aonprd.com/MonsterFamilies.aspx?ID=73)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 235|Common|Medium|N|[Aquatic](https://2e.aonprd.com/Traits.aspx?ID=168), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Merfolk](https://2e.aonprd.com/Traits.aspx?ID=227)|1|19|18|+6|+9|+4|+6|low-light vision|5 feet, swim 30 feet|
|[Merfolk Wavecaller](https://2e.aonprd.com/Monsters.aspx?ID=299)|[Merfolk](https://2e.aonprd.com/MonsterFamilies.aspx?ID=73)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 235|Common|Medium|N|[Aquatic](https://2e.aonprd.com/Traits.aspx?ID=168), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Merfolk](https://2e.aonprd.com/Traits.aspx?ID=227)|2|30|17|+7|+6|+10|+8|low-light vision|5 feet, swim 30 feet|
|[Metal Scamp](https://2e.aonprd.com/Monsters.aspx?ID=2644)|[Elemental, Mephit](https://2e.aonprd.com/MonsterFamilies.aspx?ID=44)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 153|Common|Small||[Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Metal](https://2e.aonprd.com/Traits.aspx?ID=505)|1|20 ( fast healing 2 (while touching metal))|15|+7|+5|+5|+3|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet, fly 25 feet|
|[Metal Wisp](https://2e.aonprd.com/Monsters.aspx?ID=2642)|[Elemental, Wisp](https://2e.aonprd.com/MonsterFamilies.aspx?ID=232)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 152|Common|Tiny||[Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Metal](https://2e.aonprd.com/Traits.aspx?ID=505)|0|15|16|+7|+3|+6|+6|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), rust vision|fly 25 feet|
|[Mezlan](https://2e.aonprd.com/Monsters.aspx?ID=1226)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 167|Rare|Medium|N|[Ooze](https://2e.aonprd.com/Traits.aspx?ID=122), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|14|260|31|+25|+28|+23|+25|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet|
|[Mi-Go](https://2e.aonprd.com/Monsters.aspx?ID=1227)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 168|Uncommon|Medium|NE|[Fungus](https://2e.aonprd.com/Traits.aspx?ID=77), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|6|120|24|+13|+17|+14|+14|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23), [tremorsense](https://2e.aonprd.com/MonsterAbilities.aspx?ID=40) (precise) 30 feet|25 feet, fly 40 feet|
|[Mighty Bul-Gae](https://2e.aonprd.com/Monsters.aspx?ID=2585)||[Pathfinder #192: Worst of All Possible Worlds](https://2e.aonprd.com/Sources.aspx?ID=203) pg. 20|Rare|Large|LN|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Cold](https://2e.aonprd.com/Traits.aspx?ID=27), [Fire](https://2e.aonprd.com/Traits.aspx?ID=72), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|17|310|40|+33|+26|+30|+30|[greater darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) ([imprecise](https://2e.aonprd.com/Rules.aspx?ID=412)) 60 feet|40 feet, fly 30 feet|
|[Millindemalion](https://2e.aonprd.com/Monsters.aspx?ID=1228)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 169|Common|Small|NE|[Fey](https://2e.aonprd.com/Traits.aspx?ID=69)|13|275|34|+20|+27|+23|+23|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|30 feet|
|[Mimic](https://2e.aonprd.com/Monsters.aspx?ID=300)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 236|Common|Medium|N|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1)|4|75|20|+11|+9|+9|+9|darkvision|10 feet|
|[Minchgorm](https://2e.aonprd.com/Monsters.aspx?ID=1011)||[Pathfinder #161: Belly of the Black Whale](https://2e.aonprd.com/Sources.aspx?ID=51) pg. 84|Rare|Huge|NE|[Aquatic](https://2e.aonprd.com/Traits.aspx?ID=168), [Fey](https://2e.aonprd.com/Traits.aspx?ID=69), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|18|440|42|+30|+27|+33|+30|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), wavesense (imprecise) 100 feet|5 feet, swim 20 feet|
|[Mindmoppet](https://2e.aonprd.com/Monsters.aspx?ID=2503)||[Pathfinder #189: Dreamers of the Nameless Spires](https://2e.aonprd.com/Sources.aspx?ID=195) pg. 86|Uncommon|Tiny|LN|[Ooze](https://2e.aonprd.com/Traits.aspx?ID=122), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|5|75|21|+9|+12|+15|+12|mindsense (precise) 120 feet, no vision|fly 40 feet|
|[Miner](https://2e.aonprd.com/NPCs.aspx?ID=915)|[Laborers](https://2e.aonprd.com/MonsterFamilies.aspx?ID=188)|[Gamemastery Guide](https://2e.aonprd.com/Sources.aspx?ID=22) pg. 223|Common|Medium|N|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|0|20|14|+7|+5|+4|+6||25 feet|
|[Minister Of Tumult](https://2e.aonprd.com/Monsters.aspx?ID=1910)|[Vampire, Jiang-Shi](https://2e.aonprd.com/MonsterFamilies.aspx?ID=286)|[Book of the Dead](https://2e.aonprd.com/Sources.aspx?ID=118) pg. 159, [Pathfinder #167: Ready? Fight!](https://2e.aonprd.com/Sources.aspx?ID=86) pg. 87|Common|Medium|LE|[Undead](https://2e.aonprd.com/Traits.aspx?ID=160), [Vampire](https://2e.aonprd.com/Traits.aspx?ID=242)|14|190 ( fast healing 10 , negative healing , one more breath)|36|+26|+24|+28|+28|breathsense (precise) 60 feet, [darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet; rigor mortis|
|[Minotaur](https://2e.aonprd.com/Monsters.aspx?ID=301)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 237|Common|Large|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|4|70|20|+13|+8|+10|+12|darkvision|25 feet|
|[Miriel Grayleaf](https://2e.aonprd.com/NPCs.aspx?ID=2468)||[Pathfinder #157: Devil at the Dreaming Palace](https://2e.aonprd.com/Sources.aspx?ID=45) pg. 7|Common|Medium|CG|[Elf](https://2e.aonprd.com/Traits.aspx?ID=58), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|-1|5|13|+1|+7|+4|+2|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|30 feet|
|[Misery Siktempora](https://2e.aonprd.com/Monsters.aspx?ID=1294)|[Siktempora](https://2e.aonprd.com/MonsterFamilies.aspx?ID=259)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 232|Rare|Large|CE|[Rare](https://2e.aonprd.com/Traits.aspx?ID=137), [Siktempora](https://2e.aonprd.com/Traits.aspx?ID=372), [Time](https://2e.aonprd.com/Traits.aspx?ID=313)|12|160|32|+20|+23|+25|+25|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|35 feet; [_air walk_](https://2e.aonprd.com/Spells.aspx?ID=6)|
|[Mist Stalker](https://2e.aonprd.com/Monsters.aspx?ID=664)|[Elemental, Water](https://2e.aonprd.com/MonsterFamilies.aspx?ID=45)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 114<br><br>2.0|Common|Medium|N|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|4|58|20|+10|+12|+11|+13|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), mist vision|20 feet, climb 20 feet, swim 30 feet|
|[Mitflit](https://2e.aonprd.com/Monsters.aspx?ID=245)|[Gremlin](https://2e.aonprd.com/MonsterFamilies.aspx?ID=58)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 192|Common|Small|LE|[Fey](https://2e.aonprd.com/Traits.aspx?ID=69), [Gremlin](https://2e.aonprd.com/Traits.aspx?ID=221)|-1|10|15|+2|+7|+4|+4|darkvision, scent (imprecise) 30 feet|20 feet; climb 20 feet|
|[Mithral Golem](https://2e.aonprd.com/Monsters.aspx?ID=1175)|[Golem](https://2e.aonprd.com/MonsterFamilies.aspx?ID=57)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 117|Rare|Huge|N|[Construct](https://2e.aonprd.com/Traits.aspx?ID=35), [Golem](https://2e.aonprd.com/Traits.aspx?ID=220), [Mindless](https://2e.aonprd.com/Traits.aspx?ID=108), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|16|220|40|+27|+30|+24|+26|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|50 feet, climb 40 feet|
|[Mivanian Soldier](https://2e.aonprd.com/NPCs.aspx?ID=2546)||[Pathfinder #190: The Choosing](https://2e.aonprd.com/Sources.aspx?ID=198) pg. 27|Uncommon|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Tengu](https://2e.aonprd.com/Traits.aspx?ID=240), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|8|140|27|+17|+15|+13|+17|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23)|25 feet|
|[Mix Couatl](https://2e.aonprd.com/Monsters.aspx?ID=1104)|[Couatl](https://2e.aonprd.com/MonsterFamilies.aspx?ID=128)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 56|Uncommon|Large|CG|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Couatl](https://2e.aonprd.com/Traits.aspx?ID=298), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|8|135|27|+14|+15|+19|+19|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|15 feet, fly 50 feet|
|[Mobogo](https://2e.aonprd.com/Monsters.aspx?ID=1229)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 170|Common|Huge|CE|[Amphibious](https://2e.aonprd.com/Traits.aspx?ID=207), [Beast](https://2e.aonprd.com/Traits.aspx?ID=20)|10|160|29|+22|+17|+19|+21|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet, fly 20 feet, swim 30 feet; swamp stride|
|[Mohrg](https://2e.aonprd.com/Monsters.aspx?ID=729)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 172<br><br>2.0|Common|Medium|CE|[Undead](https://2e.aonprd.com/Traits.aspx?ID=160)|8|120 ( negative healing )|28|+18|+16|+13|+17|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Mokele-Mbembe](https://2e.aonprd.com/Monsters.aspx?ID=1230)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 171, [Pathfinder #146: Cult of Cinders](https://2e.aonprd.com/Sources.aspx?ID=7) pg. 90|Uncommon|Huge|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|9|172|27|+21|+15|+17|+15|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 30 feet|30 feet, swim 30 feet|
|[Monadic Deva](https://2e.aonprd.com/Monsters.aspx?ID=543)|[Angel](https://2e.aonprd.com/MonsterFamilies.aspx?ID=3)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 15<br><br>2.0|Common|Medium|NG|[Angel](https://2e.aonprd.com/Traits.aspx?ID=8), [Celestial](https://2e.aonprd.com/Traits.aspx?ID=23)|12|245|33|+24|+21|+20|+25|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet, fly 60 feet|
|[Monkey](https://2e.aonprd.com/Monsters.aspx?ID=1231)|[Monkey](https://2e.aonprd.com/MonsterFamilies.aspx?ID=247)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 172|Common|Tiny|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|-1|9|14|+2|+7|+4|+6||25 feet, climb 20 feet|
|[Monkey Swarm](https://2e.aonprd.com/Monsters.aspx?ID=1232)|[Monkey](https://2e.aonprd.com/MonsterFamilies.aspx?ID=247)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 172|Common|Large|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9), [Swarm](https://2e.aonprd.com/Traits.aspx?ID=239)|2|20|16|+6|+10|+6|+8||25 feet, climb 20 feet|
|[Monster Hunter](https://2e.aonprd.com/NPCs.aspx?ID=924)|[Mercenaries](https://2e.aonprd.com/MonsterFamilies.aspx?ID=190)|[Gamemastery Guide](https://2e.aonprd.com/Sources.aspx?ID=22) pg. 227|Common|Medium|N|[Human](https://2e.aonprd.com/Traits.aspx?ID=90), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|6|108|23|+15|+11|+13|+13||20 feet|
|[Moon Hag](https://2e.aonprd.com/Monsters.aspx?ID=1189)|[Hag](https://2e.aonprd.com/MonsterFamilies.aspx?ID=59)|[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 131|Uncommon|Medium|CE|[Fiend](https://2e.aonprd.com/Traits.aspx?ID=70), [Hag](https://2e.aonprd.com/Traits.aspx?ID=84), [Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|10|190|29|+17|+19|+22|+22|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Moonflower](https://2e.aonprd.com/Monsters.aspx?ID=730)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 173<br><br>2.0|Uncommon|Huge|N|[Plant](https://2e.aonprd.com/Traits.aspx?ID=125), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|8|120 ( fast healing 10)|24|+18|+10|+16|+16|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|20 feet|
|[Moose](https://2e.aonprd.com/Monsters.aspx?ID=1233)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 173|Common|Large|N|[Animal](https://2e.aonprd.com/Traits.aspx?ID=9)|3|50|18|+11|+10|+5|+9|[low-light vision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=23), [scent](https://2e.aonprd.com/MonsterAbilities.aspx?ID=33) (imprecise) 60 feet|30 feet|
|[Morlock](https://2e.aonprd.com/Monsters.aspx?ID=731)|[Morlock](https://2e.aonprd.com/MonsterFamilies.aspx?ID=211)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 174<br><br>2.0|Common|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91)|2|38|17|+7|+11|+9|+7|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet, climb 20 feet|
|[Morlock Cultist](https://2e.aonprd.com/Monsters.aspx?ID=1039)|[Morlock](https://2e.aonprd.com/MonsterFamilies.aspx?ID=211)|[Pathfinder #163: Ruins of Gauntlight](https://2e.aonprd.com/Sources.aspx?ID=71) pg. 85|Uncommon|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Morlock](https://2e.aonprd.com/Traits.aspx?ID=302), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|4|58|21|+9|+11|+11|+11|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet, climb 20 feet|
|[Morlock Engineer](https://2e.aonprd.com/Monsters.aspx?ID=1038)|[Morlock](https://2e.aonprd.com/MonsterFamilies.aspx?ID=211)|[Pathfinder #163: Ruins of Gauntlight](https://2e.aonprd.com/Sources.aspx?ID=71) pg. 84|Uncommon|Medium|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Morlock](https://2e.aonprd.com/Traits.aspx?ID=302), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|3|46|18|+7|+12|+10|+8|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet, climb 20 feet|
|[Morlock Scavenger](https://2e.aonprd.com/Monsters.aspx?ID=1037)|[Morlock](https://2e.aonprd.com/MonsterFamilies.aspx?ID=211)|[Pathfinder #163: Ruins of Gauntlight](https://2e.aonprd.com/Sources.aspx?ID=71) pg. 84|Common|Small|CE|[Humanoid](https://2e.aonprd.com/Traits.aspx?ID=91), [Morlock](https://2e.aonprd.com/Traits.aspx?ID=302)|1|20|16|+4|+9|+6|+6|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet, climb 20 feet|
|[Morrigna](https://2e.aonprd.com/Monsters.aspx?ID=340)|[Psychopomp](https://2e.aonprd.com/MonsterFamilies.aspx?ID=83)|[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 271|Common|Medium|N|[Monitor](https://2e.aonprd.com/Traits.aspx?ID=111), [Psychopomp](https://2e.aonprd.com/Traits.aspx?ID=232)|15|240|38|+25|+27|+29|+28|darkvision, lifesense 60 feet|30 feet, climb 30 feet ([_spider climb_](https://2e.aonprd.com/Spells.aspx?ID=299))|
|[Moss Sloth](https://2e.aonprd.com/Monsters.aspx?ID=2671)|[Elemental, Wood](https://2e.aonprd.com/MonsterFamilies.aspx?ID=345)|[Rage of Elements](https://2e.aonprd.com/Sources.aspx?ID=205) pg. 206|Common|Small||[Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Plant](https://2e.aonprd.com/Traits.aspx?ID=125), [Wood](https://2e.aonprd.com/Traits.aspx?ID=508)|2|40|18|+9|+3|+11|+8||10 feet, climb 15 feet; hold fast|
|[Mothman](https://2e.aonprd.com/Monsters.aspx?ID=1240)||[Bestiary 3](https://2e.aonprd.com/Sources.aspx?ID=66) pg. 179|Rare|Medium|CN|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|7|90|26|+13|+18|+15|+15|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet, fly 50 feet|
|[Movanic Deva](https://2e.aonprd.com/Monsters.aspx?ID=542)|[Angel](https://2e.aonprd.com/MonsterFamilies.aspx?ID=3)|[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 14<br><br>2.0|Common|Medium|NG|[Angel](https://2e.aonprd.com/Traits.aspx?ID=8), [Celestial](https://2e.aonprd.com/Traits.aspx?ID=23)|10|195|30|+21|+17|+19|+22|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet, fly 40 feet|
|[Mpeshi](https://2e.aonprd.com/Monsters.aspx?ID=1626)||[Pathfinder #170: Spoken on the Song Wind](https://2e.aonprd.com/Sources.aspx?ID=97) pg. 85|Rare|Large|N|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20), [Electricity](https://2e.aonprd.com/Traits.aspx?ID=56), [Rare](https://2e.aonprd.com/Traits.aspx?ID=137)|6|110|24|+16|+12|+14|+14|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|30 feet; cloud walk|
|[Mu Spore](https://2e.aonprd.com/Monsters.aspx?ID=302)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 238|Common|Gargantuan|CN|[Fungus](https://2e.aonprd.com/Traits.aspx?ID=77)|21|350|45|+38|+32|+38|+36|low-light vision, windsense 240 feet|40 feet, fly 50 feet|
|[Muckish Creep](https://2e.aonprd.com/Monsters.aspx?ID=1400)||[Pathfinder #166: Despair on Danger Island](https://2e.aonprd.com/Sources.aspx?ID=85) pg. 88|Common|Medium|NE|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1)|8|160|27|+20|+15|+12|+18|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
|[Mudwretch](https://2e.aonprd.com/Monsters.aspx?ID=734)||[Bestiary 2](https://2e.aonprd.com/Sources.aspx?ID=32) pg. 176<br><br>2.0|Common|Medium|N|[Earth](https://2e.aonprd.com/Traits.aspx?ID=55), [Elemental](https://2e.aonprd.com/Traits.aspx?ID=57), [Water](https://2e.aonprd.com/Traits.aspx?ID=165)|2|40|16|+11|+4|+9|+9|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|20 feet, swim 20 feet|
|[Mukradi](https://2e.aonprd.com/Monsters.aspx?ID=303)||[Bestiary](https://2e.aonprd.com/Sources.aspx?ID=2) pg. 239|Common|Gargantuan|N|[Beast](https://2e.aonprd.com/Traits.aspx?ID=20)|15|300|37|+32|+23|+26|+24|darkvision, tremorsense (imprecise) 60 feet|60 feet, burrow 60 feet, climb 60 feet|
|[Mulventok](https://2e.aonprd.com/Monsters.aspx?ID=1044)|[Fleshwarp](https://2e.aonprd.com/MonsterFamilies.aspx?ID=47)|[Pathfinder #164: Hands of the Devil](https://2e.aonprd.com/Sources.aspx?ID=75) pg. 79|Uncommon|Medium|N|[Aberration](https://2e.aonprd.com/Traits.aspx?ID=1), [Uncommon](https://2e.aonprd.com/Traits.aspx?ID=159)|7|115 ( negative healing )|24|+15|+11|+17|+15|[darkvision](https://2e.aonprd.com/MonsterAbilities.aspx?ID=12)|25 feet|
